,username,description,location,text,hashtags
17,mutludc,Kurdish Affairs Analyst | Closely Monitoring #YPG #SDF #Afrin #Kobane #Yazidi #KRG #HDP #Turkey #Syria https://t.co/GseCwZfC6u https://t.co/UYAf18nydA,"Afrin, Diyarbakir, Kobani, DC",U.S. military assistance to Ukraine totaling $2.6 billion since Russia's invasion is the largest recent supply to a partner country in a conflict: senior U.S. defense official,[]
18,Ryan_v404,❤ 🇺🇦,US,U.S. military assistance to Ukraine totaling $2.6 billion since Russia's invasion is the largest recent supply to a partner country in a conflict: senior U.S. defense official,[]
19,ravenmharg,Long and very interesting.,,U.S. military assistance to Ukraine totaling $2.6 billion since Russia's invasion is the largest recent supply to a partner country in a conflict: senior U.S. defense official,[]
20,Muciek2,🇵🇱🇺🇦,,U.S. military assistance to Ukraine totaling $2.6 billion since Russia's invasion is the largest recent supply to a partner country in a conflict: senior U.S. defense official,[]
21,MooseMa,"Gardener, nature lover. Mountains & Redwoods are my cathedrals.","California, USA","We need full seafood supply chain traceability to enforce @POTUS’ ban on Russian seafood. 

Until that happens, Russian seafood will continue to line grocery store shelves and American consumers will continue to unwittingly support Putin’s war machine. https://t.co/7SFooTnc9p",[]
22,aprilsparkles1,🌻🚜Chaser of light and master of parkour. Tired of our elected officials ignoring the greatest threat to our national security.,"South Carolina, USA",U.S. military assistance to Ukraine totaling $2.6 billion since Russia's invasion is the largest recent supply to a partner country in a conflict: senior U.S. defense official,[]
23,JackDetsch,Bringing you stories from the Pentagon. National security reporter @foreignpolicy. Tell me something new: Signal → 510-439-7894 / email → jack.detsch@gmail.com,Read our newsletter 👇,U.S. military assistance to Ukraine totaling $2.6 billion since Russia's invasion is the largest recent supply to a partner country in a conflict: senior U.S. defense official,[]
24,CIMMYT,The International Maize and Wheat Improvement Center (CIMMYT) is the global leader in publicly-funded maize and wheat research and related farming systems.,Global,"The Russia-Ukraine war is expected to impact global #foodsecurity and disrupt #wheat supply chains and fertilizer exports. 🚜 

Explore #CIMMYT's analysis and coverage in major media outlets 🗞️  and journals 📝 now👇 
https://t.co/sVKrtO7xiV","['foodsecurity', 'wheat', 'CIMMYT']"
25,KaramelxxLatte,Dedicated to education,United States,Russia and Ukraine produce 14% of the world's wheat supply. https://t.co/ZHoA8WBJHZ,[]
26,paweglad,,,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
27,SupplyProMag,Covering Canada's Supply Chain for Over 60 Years (formerly PurchasingB2B). Print edition relaunches with December 2018 issue. Online at https://t.co/NrPuVEJRlV.,"Toronto, ON","The world’s supply chains were already strained from the COVID-19 pandemic when Russia invaded Ukraine on February 24. #ukraine #supplychains #riskmanagement #logistics
https://t.co/Twl2lbYtk5","['ukraine', 'supplychains', 'riskmanagement', 'logistics']"
28,RevDem,"Révolution Démocratique in pursuit of a little more direct democracy. It has to be said my tweets, retweets, and likes, don’t always survive the overnight test.","London, England","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
29,EPOCJA,The Economic Programme Oversight Committee monitors the implementation of Jamaica’s economic reform measures under its agreement with the IMF.,Jamaica,"As the Russia-Ukraine war persists, supply chain disruptions, increasing commodity and energy prices, protracted inflation, and higher interest rates are real risks to Jamaica’s economic recovery.

EPOC April 2022 Press Briefing

#EPOCJA #YourJamaicanEconomy #OurJamaicanEconomy https://t.co/Icr7COAVjC","['EPOCJA', 'YourJamaicanEconomy', 'OurJamaicanEconomy']"
30,BijanKK,Still learning and widening my horizon,"Eurasian Nexus Partners, Vienna","“We predict that the #Ukraine conflict will last and that sanctions will continue to be imposed on #Russia. Therefore, the issue of food security, supply of oil, wheat and barley was prioritized…“ says the head of Trade Promotion Organization of #Iran
https://t.co/8CNDX46CPD","['Ukraine', 'Russia']"
31,CaptAKJ,"Sailor, moved ashore in '05. Failed entrepreneur. Life journey fm a remote village to Lancaster MBA 07-08. Int in Def/Pol/Cur Aff. RT nt endorsement, views pers","Surat/Pipavav/Bihar, India","@AFP Enabling west to supply arms and ammunition?!
U think #Putin gonna agree!?
#Russia #Ukraine","['Putin', 'Russia', 'Ukraine']"
32,thegreenman1949,73. Atheist. Don't DM me. Blah blah blah. No one actually reads it anyway it seems. I still get Loves Jesus and businesses following me. Arrrgggh!!!!😡,"Arizona, USA","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
33,EverywhereRoyIs,Opinionated patriot,"Florida, USA","Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
34,PaulNiland,"I saw some brilliant, brave, but very ordinary people, young & old, do an extraordinary thing. They defeated a cruel and corrupt dictator.",Kyiv. Ukraine.,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/deMmPryH2I,[]
35,InsuranceTimes_,"The best insurance news, analysis, research & events. Immersed in UKGI, respected by insurers, brokers & service providers, part of Newsquest Specialist Media","London, UK","High energy prices have become a ‘top concern’ for European exporters since the war began

https://t.co/9QjgycySnd

@allianztrade #UkraineRussia #War #tradecreditinsurance #supplychain #confidence","['UkraineRussia', 'War', 'tradecreditinsurance', 'supplychain', 'confidence']"
36,iffat9,"African Bar Association/ International Criminal Court B. A/  NYC BA-Human Rights
#Libya 
RTs/ follows NOT endorsements. Same with appearing.",Turtle Island  (Toronto),"One of few reasons #Libya was theoretically going to be able to weather the impending food crisis induced by Russia's invasion of Ukraine was sustained oil exports.

The current blockade risks changing that - impoverishing Libyans while raising inflation.
 https://t.co/8j1QyCx6RC",['Libya']
37,smgn75755758,,,"""We can not have our goods delivered, and we can not export our products as the supply lines are broken. Almost all of our exports go through the Black Sea, and Russia has closed it,"" said one farmer. 

In addition, they need machinery, fuel, and other stuff. 2/6 #ukraine",[]
38,BonkingMyWayOut,"#STOPWAR

|{ Bonking & Chilling }|

rus/eng • 18y.o. • Nastya • she/her
• bkdk 🧡💚 • minecraft enjoyer |",my profile pic is a treasure,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
39,Aoxotezhanlv2,"(New Federal State Of China）
我们是消灭邪恶中国共产党的新中国人
We are the NEW CHINESE who is taking down the EVIL Chinese Communist Party",NFSC,"NATO agrees to supply advanced heavy weapons to Ukraine.
Secretary of State Blinken says the U.S and 30 other nations won't let anything stand in the way of getting Ukrainians what they need.
Russia and Ukrainian will go intense?
Check out full story at #GETTR @HAGnewsEng https://t.co/PHJS9nb4m1",[]
40,Part213852174,,,Shattered pledges by Ukrainian allies. The failure to supply in due time UA forces with heavy military equipment to counter Russia’s intervention in eastern Ukraine will have an overwhelming impact and allow Russia to break Ukraine in 2. https://t.co/ly0Ndjaka6,[]
41,Aoxotezhanlv2,"(New Federal State Of China）
我们是消灭邪恶中国共产党的新中国人
We are the NEW CHINESE who is taking down the EVIL Chinese Communist Party",NFSC,"4/11/2022 Miles Guo
💥Large-scale nucleic acid testing will be implemented in Beijing
💥CCP will invade Taiwan before this May.
💥A major battle between Russia and Ukraine is imminent.
💥Global supply chain is now in a crisis as many basic goods are not being produced.",[]
42,R52Shru,,,"@MiRo_SPD @realmagnussrm Scholz also needs to recognise that elements of the German political class are partly responsible for the current situation, from opposing Ukraine's NATO membership, to preventing the supply of weapons since 2014 to sending billions to Russia. It's too late to look the other way.",[]
43,StefanWeichert,"Danish journalist in Ukraine, covering Eastern Europe. Bylines in Euronews, DW, The Daily Beast, Ekstra Bladet. RT not endorsed. sswjournalist@protonmail.com",Ukraine,"""We can not have our goods delivered, and we can not export our products as the supply lines are broken. Almost all of our exports go through the Black Sea, and Russia has closed it,"" said one farmer. 

In addition, they need machinery, fuel, and other stuff. 2/6 #ukraine",['ukraine']
44,Sailaway22,"Äventyrare med hög svansföring, krav på ärlighet och att alla bidrar. Verkar för att få en blå regering som med klokskap tar Sverige framåt ur det röda kaoset",,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
45,Maverickxxxxxxx,,,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
46,RedHairDontCa15,,,"@orban_cedric @Willmusic4food @SamRamani2 The further Ukraine forces fall back, the closer they get to their supply lines and the further Russia gets from their supplies. Logistics wins wars, so don't get disheartened when you see some Ukrainian ground lost over the next few weeks.",[]
47,Aoxotezhanlv2,"(New Federal State Of China）
我们是消灭邪恶中国共产党的新中国人
We are the NEW CHINESE who is taking down the EVIL Chinese Communist Party",NFSC,"⏰💣The CCP will attack Taiwan around May amid the Russia-Ukraine War!
🤢CCP has launched massive nucleic tests and lockdown cities across the country
🤢Planned decline in the production of basic commodities has brought about a serious global supply chain crisis‼️ https://t.co/EEejDYnon9",[]
48,AlexandreKrausz,Senior Advisor EU Parliament | 🇪🇺🇺🇸🇨🇦 Atlanticist | Founding Father @Liberalpt 🇵🇹 | Holocaust Descendant | Space 🚀 | Solely my views,European Union | Brussels,Shattered pledges by Ukrainian allies. The failure to supply in due time UA forces with heavy military equipment to counter Russia’s intervention in eastern Ukraine will have an overwhelming impact and allow Russia to break Ukraine in 2. https://t.co/ly0Ndjaka6,[]
49,mikecosgrove7,"travel writer,film goer and grass cutter",Faversham Kent,"A useful perspective on Russian artillery. The author asserts that Russia has 2,400 artillery pieces requiring a total of 600,000 rounds per day. Not sure Russia has this level of stocks, but if Ukraine can again destroy logistical supply lines, it will blunt this new offensive. https://t.co/rAdIKQQrvZ",[]
50,sandyshores27,"Lifelong Progressive, since we called it liberal-probably before you were born. Deconverted deist. Not afraid of spiders. Arts neighborhood in the Sim.","Los Angeles, CA",Russia and Ukraine produce 14% of the world's wheat supply. https://t.co/ZHoA8WBJHZ,[]
51,qlopdopis,,,"@RokoMijic @akarlin0 But Ukraine will run out of Ukrainians much sooner than Russia will run out of Russians. US can supply the triggers, not the fingers. In the end, it's a contest to the pain.",[]
52,NBCLA,"Welcome to @NBCLA, the place for news, weather and everything SoCal! #NBCLA",Southern California,Russia and Ukraine produce 14% of the world's wheat supply. https://t.co/ZHoA8WBJHZ,[]
53,MikeTiffy53,"Geographer. retired teacher. motorcyclist. interested in the English landscape, imagery, mind mapping, the poet John Clare, Rolleiflex cameras",N52 46 W0 23,"Sanctions Are Strangling Russia’s Weapons Supply Chain

'The good news for Ukraine is that sanctions are hurting Russia’s arms suppliers. The bad news is the effects aren’t immediate, for the most part.' 

https://t.co/8mlECH3zS7",[]
54,actresearch,"Commercial vehicle data and research. Data on trucks, trailers, RVs, buses.","Columbus, Indiana","According to ACT Research’s (ACT) latest State of the Industry: NA Classes 5-8 Report, lagging Russia’s invasion of Ukraine by about one month, some freight-related metrics looked increasingly tired in March and early April, but there’s more to the story.

https://t.co/RZzcokqyUl https://t.co/UVlrpOGqM1",[]
55,choccymilkxbt,Head of R&D at NGU Tech. busy building cars,,"U.S. TREASURY SECRETARY YELLEN SAYS RUSSIA'S WAR IN UKRAINE WORSENED 'ALREADY DIRE' FOOD INSECURITY PROBLEM, WITH PRICE AND SUPPLY SHOCKS ADDING TO GLOBAL INFLATIONARY PRESSURES",[]
56,tmglobal81gmai1,"Good heart that stands for those who are weak and voiceless, socially and politically active on many ranges",,@nytimesworld It isn’t supply of weapon Ukraine needs but wisdom to negotiate peaceful resolution of the war it won’t win. Russia wouldn’t mind to wipe out Ukrainians from the earth and Zelenesky doesn’t seem to understand it because he isn’t a politician.,[]
57,BookerKudo420,"With a keen eye for detail, one truth prevails.","New York, USA",@fifi_kwetey @ArsenalOfShade @zurek_kevin @JustizFT @KyivIndependent It's not enough because the world is ready to watch 41 million Ukrainians die to prevent ww3 with Russia. We will supply Ukraine but if they cannot effectively launch an offensive they will be overrun eventually or be forced to give half the country.,[]
58,dahmie2k,D2K! The second best. TheConnect. TalentManager BekinsMedia OperationsManager Consultant JamesonRep Logistics IG @dahmie2k @arsenal @warriors #30BG,Abuja 🇳🇬,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
59,IRajabany,Do not try to pigeon hole me.. Opinions my own ..Retweets are NOT endorsements.,Libya,"One of few reasons #Libya was theoretically going to be able to weather the impending food crisis induced by Russia's invasion of Ukraine was sustained oil exports.

The current blockade risks changing that - impoverishing Libyans while raising inflation.
 https://t.co/8j1QyCx6RC",['Libya']
60,Michael73612394,"IF NOT US THEN WHO?   IF NOT NOW THEN WHEN?  John Lewis
#EqualityIsEverything  #ResistTheDarkness

No DM's w/out asking first",Southern California,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
61,DanielAndrewMe,Things fall apart; the centre cannot hold,Suwałki Gap,"This is what frightens me. The disruptions to global agri-food supply chains because of 2 years of lockdowns and Russia’s invasion of Ukraine is catching up with humanity. 

Global food production will be down this year. Next year is when things get ugly. Real ugly. https://t.co/hYBYpoSOvD",[]
62,curiocat13,Proud European,,"Once again success for Ukrainian SF against Russian supply lines.  In the east of Ukraine where Russia is attempting to establish a land bridge to Crimea an entire supply column was stopped and systematicly 
 each truck destroyed.",[]
63,kvetrad,,,"@MiRo_SPD @realmagnussrm Scholz also needs to recognise that elements of the German political class are partly responsible for the current situation, from opposing Ukraine's NATO membership, to preventing the supply of weapons since 2014 to sending billions to Russia. It's too late to look the other way.",[]
64,IiiLandon,Happily retired and married.   A proud conservative deplorable and a biker for Trump.,Northeast Michigan ,"Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
65,_Ulfat_Rasool,DEFENCE and TECH,Pakistan,"@RT_com's account has been withheld in Belgium, Austria, Bulgaria, Sweden, Croatia, Spain, Slovenia, Cyprus, Slovakia, Czech Republic, Romania, Portugal, Poland, Denmark, Netherlands, Estonia, Malta, Luxembourg, Finland, France, Lithuania, Germany, Greece, Latvia, Hungary, Italy, Ireland in response to a legal demand. Learn more.",[]
66,ZOONewsTV,"“You can't handle the truth!"" 
https://t.co/3g54O9gRfV
https://t.co/CxrWhS3PF1…
https://t.co/R0m78ZfrBB…","Surat,Gujarat","Two Russian supply trucks destroyed 
by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/EhUmHHvhkD","['Russia', 'Ukraine']"
67,blkf5,Follow Miles Guo! Take down the CCP! Fight for Freedom! Support D.J. Trump! MAGA! Save US and China out of the WWIII（bio-warfare）by CCP and the evil forces！,,"Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
68,iOnkarPandey,"Follow for Innovation, Startups, Strategy, Public Policy. I like Driving, Sitcoms, Poetry. Karma. What goes around comes around | Views personal RT≠ Endorsement","Pune, Nagpur - India",India has proposed to supply food grains to the world if WTO permits. The world is facing scarcity of food grains due to ongoing war between Russia and Ukraine.,[]
69,Barts_Swedish,,,"One reason their shitty supply lines. Perhaps if they fight close enough sometimes it wont be stolen. CNBC: Battle for Donbas: 3 reasons why Russia is shifting its war machine to east Ukraine.
https://t.co/AjF7Hyoxoe

via @GoogleNews",[]
70,CVN59283571,"#RejoinEU, #StandWithUkraine🇺🇦,Byliner, #JohnsonOut, support Rule of Law, #FBPPR, Treating all people and our planet with love,respect and care.",United Kingdom,"Once again success for Ukrainian SF against Russian supply lines.  In the east of Ukraine where Russia is attempting to establish a land bridge to Crimea an entire supply column was stopped and systematicly 
 each truck destroyed.",[]
71,acardnal,"I survived the great toilet paper shortage of 2020. ""We are living in a dictatorship of relativism.""  - Pope Benedict XVI; Veteran; RTs are not endorsements.",Cheese Country-GladTradCath,"Russia and Ukraine produce 14% of the world's wheat supply, according to the United Nations, and the loss of commodities due to the war has resulted in soaring food prices. https://t.co/EHWosz9HQF",[]
72,Ximena_Bustillo,"Powered by French Fries: Reporter @POLITICO covering legislation, USDA, equity, labor & author @morning_ag | EX: @idahostatesman & @GMIdaho | RT ø endorsements",BOI➡️DC,"&gt;@SecYellen warns countries against imposing trade restrictions amid deepening global food insecurity from Russia's war in Ukraine. 

 says ""we know that we must avoid export restrictions that could further increase prices"" as ""price and supply shocks are already materializing""",[]
73,seixasmarcos088,Seixas,,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
74,Marco_UKII,"International Relations, Security, Corruption Prevention. Pro-democracy, Pro-biodiversity, Pro-croissant & tea!",,"@MiRo_SPD @realmagnussrm Scholz also needs to recognise that elements of the German political class are partly responsible for the current situation, from opposing Ukraine's NATO membership, to preventing the supply of weapons since 2014 to sending billions to Russia. It's too late to look the other way.",[]
75,nbcwashington,"Your place for breaking news, weather, investigations and exclusive local stories in the Washington, D.C. area and beyond. #Working4You","Washington, D.C.","Russia and Ukraine produce 14% of the world's wheat supply, according to the United Nations, and the loss of commodities due to the war has resulted in soaring food prices. https://t.co/EHWosz9HQF",[]
76,Nefro_Sabratha,“writer”,Worldwide 🌎,"One of few reasons #Libya was theoretically going to be able to weather the impending food crisis induced by Russia's invasion of Ukraine was sustained oil exports.

The current blockade risks changing that - impoverishing Libyans while raising inflation.
 https://t.co/8j1QyCx6RC",['Libya']
77,Maxsanti8,"italexit no euro no UE , Dio Patria e Famiglia","Firenze, Toscana","Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
78,MrYesWeCan,Majority voted for center and left candidates. Let us work together as a #ProgressiveAlliance to #GTTO. #VoteTactical #FBPA,Oxfordshire,"Once again success for Ukrainian SF against Russian supply lines.  In the east of Ukraine where Russia is attempting to establish a land bridge to Crimea an entire supply column was stopped and systematicly 
 each truck destroyed.",[]
79,RB_Citizen,"Richard Boult, Active Citizen (he)
Save the World from CO2 now!
Make a Better Society.
Earth can provide the needs of the 99%, but not greed of the 1%","Wangal/Gadigal country, Sydney",Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
80,srbija_eu,,Иной мир. Drugi svet.,"Russia's war in Ukraine has worsened the ""already dire"" food insecurity situation facing the world, with price and supply shocks adding to global inflationary pressures, U.S. Treasury Secretary Janet Yellen told a high-level panel on Tuesday. https://t.co/t8f6yFpEgu",[]
81,BioFares,,,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
82,Prettywardesign,"book nerd, jewelry maker, vintage accessories collector, future cat lady","Sturgeon Bay, WI",Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
83,RobertT77320783,,,"Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
84,CesareInvictus,I am Leftist and anti imperialist but I admire  the roman empire. After all nobody is perfect. Also I am a great passionate of History.,Italy,"US TREASURY SECRETARY YELLEN: RUSSIA'S WAR IN UKRAINE HAS EXACERBATED THE COUNTRY'S 'ALREADY DIRE' FOOD INSECURITY PROBLEM, WITH PRICE AND SUPPLY SHOCKS ADDING TO GLOBAL INFLATIONARY PRESSURES.",[]
85,Shelly00577348,,,"Supply chain issues, energy, Russia-Ukraine war, ‘3 drivers’ of inflation: Expert @MorningsMaria @FoxBusiness",[]
86,UweAlfred1,"Ich hab keine Lust mehr Querdeppen zu schützen. Diese Deppen  sollen Sie ruhig auf die ITS, ich bin dreifach geimpft.  Nein zu Rassisten und Verbrechern wie Put",,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
87,carolroper,"Carol is an award-winning writer whose work is seen on all mediums. She's finishing, Deviations from the Usual Path, a novel.  See Carol Roper on YouTube",,"Russia and Ukraine produce 14% of the world’s wheat supply,... and the loss of commodities due to the war has resulted in soaring food prices and uncertainty about the future of food security globally, especially in impoverished countries.  https://t.co/hlMAKicswM",[]
88,katiedyd2,I'm seriously newsie. Anything I say is my own opinion. A picture is worth a thousand words.,Northeast USA,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
89,HubertWMeier,#Gruenermist,,Fuel cell maker Plug Power says it may have the biggest U.S. deal to date to supply carbon-free fuel to Walmart–coming as Russia’s Ukraine invasion keeps oil prices high and international researchers call for faster action to cut greenhouse gas emissions. https://t.co/oEv7ZLoYuO,[]
90,pernilleru,"Japan-UK-EMEA business. 
My side project - day by day 100 years ago of Anglo-Japanese business is at @Japanese_real",Norwich,"Takeda Pharma: says it will not start any new clinical trials in Russia,+ has stopped making any new investments. Local ongoing trials + supply will continue. It employs around 1,873 people in Russia, out of over 8,500 in EMEA. 138 people were employed by Takeda in Ukraine. 8/",[]
91,MalakLibya1,MA in Environmental Policy @PSIASciencesPo | Analyst @Storyzy | Blogger | Non-Resident Scholar @MiddleEastInst,,"One of few reasons #Libya was theoretically going to be able to weather the impending food crisis induced by Russia's invasion of Ukraine was sustained oil exports.

The current blockade risks changing that - impoverishing Libyans while raising inflation.
 https://t.co/8j1QyCx6RC",['Libya']
92,liam_robbins,Co-Founder and Director of @graftcollabcic,Leeds,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
93,AskRealtorMani,"Property Questions? #AskRealtorMani https://t.co/0BeEiJ4DJ9 Get valuation, market report at no cost, no-obligation avoid mistakes, save money, time, and effort",Singapore ,"Russia's war in Ukraine to blame for worsening global food insecurity: Yellen

April 19, 2022 10:13 PMWASHINGTON (REUTERS) - Russia's war in Ukraine has worsened the ""already dire"" food insecurity situation facing the world, with price and supply shocks adding to global inflati https://t.co/VXmbt0XUfv",[]
94,SnapBoogieLady,"Retired Scientist. Love Brit Bands, Favorite Band Is Queen. I was at Woodstock and have a butterfly tattoo. Followed by Nancy Sinatra. #VoteBlue NoDMs NoPorn",Somewhere Over the Rainbow,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
95,rampanen,,,With intent to supply – Giving Ukraine heavy weapons does not mean NATO is at war with Russia https://t.co/027R7rvFdy,[]
