,username,description,location,text,hashtags
27,FuriusPertinax,"“I shed tears brother. Not because I have fallen and am to perish. I weep because I have not, nor will ever be able to repay you, for having saved my life.”🛡🗡",Et urbs æterna,"This article written last year about goading China into a 'small war' over Taiwan is exactly the playbook we are now seeing with 🇷🇺/🇺🇦.

It's 🇨🇳 biased but so accurately discribes 🇺🇸 currently its worth a read. https://t.co/M7wNcOsWAJ",[]
28,pplsartofwar,"🇨🇳🇯🇵Data Scientist. Consultant. Tweets about geopol, China, military, and political philosophy. Office politics commentary/advice. Occasional troll.","🇨🇳武汉、🇯🇵盛岡,  🇺🇲美国大帝国","Looking at China Watcher and Taiwan Independence stan's Chinese names feels like they picked the most complex hanzi to flex.

I mean come on. Li, Du, Sun, Zhao, and simple ones are perfectly good family names.",[]
29,MaddyLina25,I'm a German GTA (= Gestaltungstechnische Assistentin in  Grafik- und Objektdesign/ Assistant of Graphic and Design) and an artist. she/her (Insta: maddylina25),Essen,"@Peqqsu @carlbildt I agree. Even if Russia backs down now, the confrontation with Putin will continue. And China is in the background eyeing Taiwan and building up its military for an invasion. We will experience a volatile decade indeed.",[]
30,mckawaiii,ΚΦΛ - otome - joseimuke - bl - Genshin (AR59) - TouRan - h*rny jail - completionist - box pusher - see the link below for merch! - @phant_m 🖤 4/3/22,26 • she/her • 🇨🇳🇺🇸 • 🔞,"As efforts began to save Cantonese at Stanford, the language remained under threat worldwide.

It is being swamped by Mandarin, the official language of more than 1 billion people in China and Taiwan — as different from Cantonese as Spanish is from French.
https://t.co/4MggJV8Zwi https://t.co/sZnWg2TQgC",[]
31,Blade49340067,"Global Citizen, Saxophone Player, Neoliberalism, Never Trump, Anti-Communism, Pro Freedom and Democracy #istandwithlizcheney","Wyoming, USA","A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
32,magihaggi,"Of the people, for the people.",Arseendofbumfucknowhere,"This article written last year about goading China into a 'small war' over Taiwan is exactly the playbook we are now seeing with 🇷🇺/🇺🇦.

It's 🇨🇳 biased but so accurately discribes 🇺🇸 currently its worth a read. https://t.co/M7wNcOsWAJ",[]
33,PerAhlberg1,"Vertebrate palaeontologist at Uppsala University. Good cook, OK gardener, incompetent lute player. Opinions mine. Will flame apologists for tyranny.",,"@emmmtrader @EdwardJamal6 @JorgSteiper @olgatokariuk China needs the rest of the world. If they are willing to grab Taiwan and thus turn their own major customers into enemies, they are stunningly stupid.",[]
34,Bermingham52,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
35,bulletford,"Oxford University IT admin, trained geologist & 'Net user since the 1980s.","Oxford, UK.","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
36,Gaotuuk,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
37,cmeikle245,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
38,arundir,"Just this guy, you know? Be kind, always.
No wisdom,  only experience.",Scotland,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
39,TaiReiTroy,,,"""Armed reunification is not inconceivable if Taiwan refuses to back down, albeit the odds are slim. In that case, China and Russia must band together to ensure a swift victory"" -  Professor Song Luzheng, a research fellow at the China Research Institute of Fudan University.
1/10 https://t.co/qL3SWfTf2o",[]
40,globletracesys,,,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
41,Garymaxoliver,Charge Nurse,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
42,Kingbingo_,"Former Venture Capitalist focused on Emerging Technologies & Digital Trends

https://t.co/mIzRR3Kpfu",United Kingdom,"This article written last year about goading China into a 'small war' over Taiwan is exactly the playbook we are now seeing with 🇷🇺/🇺🇦.

It's 🇨🇳 biased but so accurately discribes 🇺🇸 currently its worth a read. https://t.co/M7wNcOsWAJ",[]
43,cozighian,"News Reporter @Le_Figaro @franceculture @franceinfo @Francetele
Subscribe to my YouTube channel: https://t.co/HZEf3EWHpf",Romania,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
44,DrewThomasAllen,"Prolific Conservative author, columnist, & host of “The Drew Allen Show” podcast. VP of client development at Publius PR & Editor of the Publius National Post.",,It feels a lot like China wants us involved in Russia-Ukraine so that we don’t have anything left to deal with China when they move on Taiwan. Something doesn’t smell right. China-Russia are colluding.,[]
45,Mac_Asean,Mehh..,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
46,mwarhurst,"Tweets on #EU & #Environment #Policy, #chemicals, #Brexit & other things. Exec Director, @CHEMTrust. #Scientist. Personal account, retweet not necc endorsement",London,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
47,EpochOpinion,Opinion content of The Epoch Times. Read more: https://t.co/8jHAGM4dGJ,New York City,"Opinion💭by Antonio Graceffo

A bipartisan group of US lawmakers met with #Taiwan President Tsai Ing-Wen on April 15, a move #China called “deliberately provocative.”

Despite angering #Beijing, US support for #Taipei is undeterred by #CCP threats. https://t.co/4WhZLfMLw2","['Taiwan', 'China', 'Beijing', 'Taipei', 'CCP']"
48,pommieP1,"I speak the truth as I see it. World is full of people desperate to be offended, and everyone needs to toughen up. I'm getting crosser by the minute.",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
49,michaelkrew,"I’m sober enough to know what I’m doing, and drunk enough to really enjoy doing it. 🇺🇸🇩🇪🇮🇪🇺🇦","Albuquerque, NM",@OlivierBinda @stockerottzi @taino_official @CanadianUkrain1 Nuclear strikes will be the endgame of WW3 not the beginning. Soon China will invade Taiwan and then it will set everything off you’ll get your wish for war and very soon.,[]
50,JLefebreve,,,"@Jodi7768 They don' t understand that the restrictions in China are popular with the masses, the elites really don't like them . Same with the Taiwan issue, it is the political elites responding to public pressure .",[]
51,Mickycoburn,"Gooner. Very Average Runner, Swimmer & Cyclist - which some would call a Triathlete. Dad. https://t.co/53QmGrL3Ns",,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
52,ToscaBarnes,"Producer • Director • Docs & Current Affairs for BBC, ITV, C4 etc #UnreportedWorld #NirvanaForSale #Panorama #BBCOurWorld",London & Salisbury,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
53,serpenteye,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
54,saurabhtodi,"Foreign policy analyst. Focusing on WMD issues, emerging technologies and Indo-Pacific region. @ucdavis and @miis alum. Tweets = personal; RT ≠ endorsements.",India,"1/ The most desirable outcome for China remains peaceful unification. To Beijing, this means to avoid war &amp; use time to further build up material power, including military power. By the time China establishes clear military advantage, Taiwan and US would have to accept reality.",[]
55,Taiwan_Gazette,"The Taiwan Gazette, translating stories that connect. An @AI_UofT project that focuses on Taiwan, Hong Kong & China. Translate with us: https://t.co/S6z4XJWCnZ","Toronto, Ontario",Many poems in the “International Competition in Short Chinese Poems for College Students 2022” bravely reflect on various social issues in China. Huang Yanfang’s “Her Teeth” is about the trafficked chained-up mother of eight in the Feng county. https://t.co/nqtZsHHUjJ,[]
56,ChrisHarrisUK,,,"@Hartford688i @William43625744 @JohnSimpsonNews I believe the US has committed to defend Taiwan, in a.much clearer way than for Ukraine. Would be a significant undertaking for China.",[]
57,craigialexander,"Lifelong #SJFC and #LFC fan, Glasgow Tiger and husband to a remarkable woman and father to 3 champions. Blessed.","Lavardens, France","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
58,GeneSohoForum,"Director and Moderator of the Soho Forum; former Economics & Books Editor at Barron's

Donate crypto here: https://t.co/xGZPfyPPqX","Manhattan, NY","Resolved: ""The US should use its military power to deter China from invading Taiwan."" @BillGalston vs @vanburenpeter0 at our April 11 Soho Forum debate. moderated by me. (Podcast version will be released this Friday.)
https://t.co/5zeEEURUpD",[]
59,SamLJPage,Green Campaigner promoting rural development for sustainable food production & environmental protection. Moved to Scotland to campaign for #IndyRef2 & #RejoinEU,"Queensferry, Scotland","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
60,chryslap,Ukrainian chick. Free-lance writer. Bleeding heart. Recovering foodie.,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
61,Paldron,"Technology, Cyberholic, Quantum Physics/Mechanics, Activist, Curious, Truth Teller, Warrior, PURE BLOOD.","Sandton, Gauteng","Prediction:
China:  Get out of Taiwan
US: No
China: Taiwan, cut the sh#t!
Taiwan: NO, the US has our back!
China: OK, you asked for it.. BOOM!
Taiwan: Help us Joe Biden!
US: We are on it, we'll put flags and emoji's on our social media accounts right away!",[]
62,PeterBa82304711,"Eng. heritage & Brit. Rational, fair,openminded patriot ! Politics/Cur.Aff's & sensible debate. #Yorkshire in my blood so speak my mind !R/t not always endorse.","Reading, UK","The Ukrainian government has been cautious in its diplomacy with China, allowing Western partners to do the criticizing instead. https://t.co/1tLXHKSAiI",[]
63,notXiangyu,"Red rapper, Bolshevik beatmaker. I like to make posts that educate people and debunk imperialist lies.",,"My weekends were spent consuming Chinese media and entertainment from Taiwan, mainland China, and Hong Kong. I'd print out song lyrics and look up characters I didn't understand. It was tedious, but because of my interest in the culture, I enjoyed every minute of it.",[]
64,steve_greenway,"Sometime lawyer, artist and proprietor of Lateral Art","Morpeth, Northumberland","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
65,satishmehta81,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/0ZbTKkmH8b",[]
66,JacobRoehl,"Jesus=God/Role Model. Tao Te Ching=Wisdom. Truth/Freedom Maximalist. Funny=Norm, Trump, Tim Dillon & Seinfeld. happily married dad, water enthusiast-🇺🇸","Cleveland, OH","“The last time Japan intervened to support its currency was in 1998, when the Asian financial crisis triggered a yen sell-off and a rapid capital outflow from the region.”

China &amp; Taiwan watching...

https://t.co/2LAR66nQQ1",[]
67,NeilYoungSaveUs,"Still Bernin, Medical Prof, Musician #NewLeft #LibertarianSocialism #ACLU #unions #1u #GenX(YZ) #Conspiracy #Futurism #SFGiants Abbie Hoffman Contrarian",Brigadoon,"The Ukrainian government has been cautious in its diplomacy with China, allowing Western partners to do the criticizing instead. https://t.co/1tLXHKSAiI",[]
68,salmikhan88,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/4ACQcKZ7j0",[]
69,__SunnyKumar,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/s3bmiJVqkU",[]
70,ritasharmajk,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/Mf9oJeWz4o",[]
71,SheetalMahajan_,,,"China is waging economic warfare to acquire Taiwan’s semiconductor industries, home to the world-leading semiconductor industry, second only after the US.
https://t.co/GRNyzlOlDc",[]
72,RabiaBhat5,,,"China waging economic warfare to acquire Taiwan’s semiconductor industries
https://t.co/WQp8kv5RC9",[]
73,AvneetBhatia9,,,"China waging economic warfare to acquire Taiwan’s semiconductor industries
https://t.co/cdPeXNbOds",[]
74,RashmikaAnand3,,,"China waging economic warfare to acquire Taiwan’s semiconductor industries
https://t.co/bPTEPKmkFC",[]
75,_LuckySingh_,,,"China waging economic warfare to acquire Taiwan’s semiconductor industries
https://t.co/MA4PrIdD48",[]
76,RaashiJamwal,,,"China waging economic warfare to acquire Taiwan’s semiconductor industries
https://t.co/BV9ZTWiSut",[]
77,MehtaYashV,Dharmik🕉️|Bhartiya 🇮🇳|Chemist|🌱,"surat,India","Here's my new video on Yearly predictions for 2022-23 for India and the world.Important predictions on Corona, our neighbouring countries.
The Russia Ukraine War. China and Taiwan - is an invasion looming large
And more.
Here's the link 👇
https://t.co/nOzr5BZYaU https://t.co/kiOda9fIVU",[]
78,mariaflan,"journalist at @rtenews ✨digital✨
views all mine, RTs ≠ endorsement | she/her, en/fr/it","Limerick, Ireland","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
79,GrahamG23249608,,"Central Region, Singapore","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
80,bodville,,"Manchester, UK","Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
81,21grey1,"Blah, blah, blah. 
I don’t suffer fools.
Gaming the system.
Anti-racism
Pro-Science
Pro-Choice
PTSD
Retweets happen, it is a reflex.",Agnostic front,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
82,CorlettJulia,,,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
83,onfaitavec,Economist,Rio de Janeiro,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
84,satishmehta81,,,"A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on an unannounced visit. They will hold talks with Taiwanese President Tsai Ing-wen and National Defense Minister Chiu Kuo-cheng
https://t.co/c2HaeglvOz",[]
85,salmikhan88,,,"A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on an unannounced visit. They will hold talks with Taiwanese President Tsai Ing-wen and National Defense Minister Chiu Kuo-cheng
https://t.co/Ti6QLZ4Nl8",[]
86,MOKaneRTE,Chief News Editor @RTENews & Current Affairs. newsdesk@rte.ie. All views pilfered. All views personal. #LUFC #ALAW,Dublin,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
87,__SunnyKumar,,,"A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on an unannounced visit. They will hold talks with Taiwanese President Tsai Ing-wen and National Defense Minister Chiu Kuo-cheng
https://t.co/YTJDvJAWeu",[]
88,ritasharmajk,,,"A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on an unannounced visit. They will hold talks with Taiwanese President Tsai Ing-wen and National Defense Minister Chiu Kuo-cheng
https://t.co/0l18F6U30R",[]
89,SheetalMahajan_,,,"A delegation of six US congressmen, headed by Senate Foreign Relations Committee Chairman Bob Menendez, arrived on the island on an unannounced visit. They will hold talks with Taiwanese President Tsai Ing-wen and National Defense Minister Chiu Kuo-cheng
https://t.co/l58XUlm2bQ",[]
90,50o55,المستشار الاعلامي عبدالكريم فالح الهندال الهاشمي رئيس تحرير مجلة و سفير السلام _ سياسي و ناشط وداعم في حقوق ذوي الإعاقة  - مرشح مجلس الأمة - مخرج تلفزيوني,الكويت,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
91,J_Kummerow,International Security & Sustainable Development | Democracy & Governance | R2P | 🌏🇨🇳🇮🇩🇪🇺🇩🇪 | Knowledge Management @giz_gmbh | Private Account,Deutschland,"How is the domestic perception of #Russia|s war against #Ukraine in #China? And as a result, what new dynamics are emerging with regard to the #Taiwan conflict? Extremely insightful thread on 🇺🇸🇨🇳 power struggle and possible implications for 🇹🇼: https://t.co/2CTMHLgu25","['Russia', 'Ukraine', 'China', 'Taiwan']"
92,RabiaBhat5,,,"China announced military exercises near Taiwan in light of a visit by US congressmen to the island.
https://t.co/4pQnfDiArA",[]
93,AvneetBhatia9,,,"China announced military exercises near Taiwan in light of a visit by US congressmen to the island.
https://t.co/sWsotKj1Wp",[]
94,GailStubbins,"Mum, Wife, Photographer, Humanist. Previously, IT Project Manager. https://t.co/BFhjT7Xtey",England,"Beijing’s ‘Global Times’, which usually says what Xi Jinping is thinking, predicts that China will invade Taiwan: it will ‘demonstrate its sovereignty over Taiwan through military means and eliminate the erosion of authority caused by collusion between the US and Taiwan.’",[]
95,RashmikaAnand3,,,"China announced military exercises near Taiwan in light of a visit by US congressmen to the island.
https://t.co/khaEGLd4ac",[]
96,_LuckySingh_,,,"China announced military exercises near Taiwan in light of a visit by US congressmen to the island.
https://t.co/wNPsyMrZ5n",[]
